sentiment,text
1,"We feed several cats using these kinds of small plates. They are a bit flimsy and food left on them will seep through, but great for our use"
1,Works well
0,"Please note, HUNGARIAN reference TV not compatible with French applications. We had to contact Samsung for an explanation because the TV channels were out of order and the Smart Hub applications did not work with the French network. Really not serious about not specifying it in the description."
0,"I have confirmed that it works with iPhone7, but I cannot even pair it with iPhone11. My iPhone 7 can sometimes answer incoming calls and sometimes not, and there are times when the audio also makes a howling sound. I'll give up and buy the real thing."
1,"These socks are well made and have a thicker material, so they won't break easily. Fast delivery, everything good."
0,Clogged water outlet?
1,super cute and made great hot sauce gifts
0,"Purchased H4. There was no problem with the brightness, but after 3 months, the low beam on one side stopped working. Durability is questionable. P.S. When I contacted the seller, I received a refund immediately. The response is good."
1,"Good value for money and easy, quick assembly"
1,Does its job well
0,not very readable
1,"I read the introduction first, and this writing style immediately attracted me, like an interesting story and an exposure of human nature."
0,"I don't know why it has so many good ratings, maybe mine was broken but the steps weren't measured well, neither was the pulse when checking with a medical device, the pressure it gave, after calibrating it, was ridiculous, and I couldn't sleep. find out. Of course, it is pretty and it alerts you to whatsapp messages on your phone, but for a pretty plastic bracelet it costs too much. I have returned it"
0,"Never watch it as a ""shark movie"""
0,I am disappointed with the product I only have one headset that works. Both work for a while then this time there is only one left that works
0,"The case is not very high quality. It broke for the second time now... it's a shame actually, the first time I thought I had gotten a Monday product or something similar, but unfortunately I realized that it was exactly the same the second time!"
0,It didn't have any positive effect on me.
0,"It will expire in one month. Amazon, you are too willful."
0,It's made of stretch material so it stretches a lot and is easy to wear!
0,Wrong item received
1,These bags are exactly what I was hoping for. I love the variety of colors and match perfectly to some new ribbon that I purchased. They are very sturdy and quality bags. They will work perfectly for the gifts I'm giving to my fellow employees.
1,Good vibes
0,"It hasn't even arrived to me, so there is little to say"
0,The clamps are very small and have very little gripping power. I will not return it because its cost is minimal and I will find some use for it. I do not recommend it
1,Professional at an affordable price.
0,Good value for money
1,"relatively light, powerful suction, heats up quickly"
1,"It's very nice. It is not the same as the Medela, but it does the job and there is no comparison in the price, for what it is worth it is perfect."
0,"Can be attached very easily, permanently. Unfortunately, it has little suction power. It can be turned more tightly, but it didn't last long because the entire top part is made of plastic. Unfortunately it broke after a short time."
1,"I've been using it for 3 months and there's been no breakdown or deterioration at all. Cheap products from other manufacturers broke quickly, but this one was a hit. I would like to use it for night fishing as well."
